Action,Bytes Sent,Bytes Received,Elapsed Time (sec),Destination Port_80,Destination Port_443,Destination Port_445,Destination Port_25174,Destination Port_Other,NAT Source Port_48817,NAT Source Port_50116,NAT Source Port_57596,NAT Source Port_58638,NAT Source Port_Other,NAT Destination Port_53,NAT Destination Port_80,NAT Destination Port_443,NAT Destination Port_27015,NAT Destination Port_Other
deny,220,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
allow,111,154,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,78,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
allow,244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
reset-both,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
allow,95,649,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,3317,1249,23,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2545,6148,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1599,1391,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,240,126,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1019,43932,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1739,99915,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1692,99915,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3379,6583,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,4125,18239,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2150,6504,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,114,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,240,126,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,240,126,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2512,4557,46,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,94,114,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,95,91,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,21435,103847,20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1528,6045,33,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,712,871,136,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,15580,368410,212,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,800,934,16,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1343,100011,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,306,240,143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,2150,6504,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,82,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allow,1296,99883,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1494,99979,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,76,121,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,2187,2858,136,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,682,374,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,4111,4757,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,3443,1552,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3401,2348,76,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,318,186,15,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,775,5317,28,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,3341,2173,75,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,3005,8565,255,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1518,2907,29,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1824,99883,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,4388,8651,1191,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1673,99851,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,76,121,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,104,100,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,99,726,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2698,5753,129,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,11570,5495,218,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,330,0,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,98,725,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,87,107,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,98,725,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,98,146,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,87,126,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,96,144,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2502,3190,131,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1694,1075,3600,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,636,2853,143,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,330,0,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
allow,12694,59982,127,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2125,7183,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,306,306,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,2219,9082,187,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1999,9419,22,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1197,5619,269,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,88,285,58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1206,10420,74,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2353,1001,45,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2776,514,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,4227,1436,47,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1544,6989,30,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,136,180,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,105,234,53,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,268,146,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,90,138,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,93,235,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,102,97,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,78,90,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,4924,14007,139,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2016,5058,187,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,150,0,1200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
allow,102,91,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2737,4873,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
allow,1548,8625,41,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,240,126,21,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,86,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allow,110,99,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,9639,26725,53,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,3049,111648,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,4451,9210,46,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1913,5173,270,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,102,91,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,379,4615,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,110,100,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,4295,22526,5045,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,150,331,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1700,10141,195,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2165,6046,361,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2776,448,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3719,578,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1646,99883,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1626,99851,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,150,171,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2153,7162,127,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,705,2516,135,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,240,126,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,240,126,21,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,13948,38382,129,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1394,5446,270,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,4129,7696,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,12969,8635,112,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,11130,8024,102,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,240,126,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2343,3067,53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,318,246,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,3462,723,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3257,514,14,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3482,5933,16,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,268,146,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,2949,1486,80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,66,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,2563,5949,24,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,60,74,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,60,122,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,3097,11649,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,2776,448,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,3603,580,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1689,925,22,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,240,120,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1714,6872,43,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1341,1001,19,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,300,182,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,78,90,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,102,110,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,103,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,85,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,102,109,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,3888,5432,119,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,132,0,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,858,0,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,5933,2618,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,3850,4908,330,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,240,186,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,4142,5042,53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,3404,7965,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,2052,4701,15,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1703,3841,31,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,21029,549293,46,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,102,91,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,1654,2747,120,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,300,182,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,102,91,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,102,91,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,110,127,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,110,115,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
allow,94,90,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,23971,252267,138,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1047,2144,135,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1732,1017,361,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,464,502,1200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1386,0,1798,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,34626,477587,147,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,88847,1623571,149,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,1830,663,15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,1573,5029,271,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,814,2319,136,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,300,392,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,300,392,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,240,182,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
allow,6355,5059,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
allow,70,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
allow,1210,5243,24,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
deny,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
drop,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
deny,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
