Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes Sent,Bytes Received,Elapsed Time (sec)
14442,443,28353,443,allow,1455,1146,15
57605,443,60913,443,allow,1689,925,20
59254,443,5881,443,allow,1024,7308,25
52113,19619,19801,19619,allow,70,0,4
55404,53,35517,53,allow,102,224,29
57419,53,24851,53,allow,110,216,29
55633,53,59677,53,allow,102,93,30
49826,53,41958,53,allow,95,184,59
57013,53,50114,53,allow,94,84,29
49808,53,25125,53,allow,102,166,29
56535,443,1772,443,allow,12445,173480,105
62917,993,58803,993,allow,4223,4833,35
49227,2710,36226,2710,allow,70,0,8
37999,49152,14143,49152,allow,156,0,8
60869,443,60836,443,allow,3315,7315,46
56013,443,56013,443,allow,1692,2907,26
51967,80,56439,80,allow,240,186,25
51975,80,44833,80,allow,240,186,25
41471,443,22977,443,allow,48070,1925547,84
57440,53,5992,53,allow,102,97,30
55900,53,13889,53,allow,102,92,30
56835,53,43767,53,allow,102,111,30
40597,443,45954,443,allow,4498,6603,430
54787,443,54787,443,allow,6539,11621,19
58392,53,58392,53,allow,259,145,33
53128,443,20598,443,allow,4208,10395,48
51480,3027,51480,3027,allow,156,0,8
58879,443,43164,443,allow,1785,8654,85
51579,443,8189,443,allow,1210,312,28
52140,53155,1111,53155,allow,70,0,8
50369,443,20659,443,allow,1189,6859,25
60868,443,49136,443,allow,2402,7258,46
51962,80,39391,80,allow,240,182,25
58004,80,58289,80,allow,10566,4356,75
35811,443,26946,443,allow,3104,10458,201
46512,443,4517,443,allow,10532,12109,200
56494,80,51723,80,allow,2908,41228,135
56488,80,17378,80,allow,3709,60993,135
49750,5223,50752,5223,allow,27735,19050,5491
56225,53,43887,53,allow,94,89,30
43862,443,61828,443,allow,1174,5426,62
49773,53,20298,53,allow,86,908,30
51968,80,1754,80,allow,240,126,25
56827,53,56181,53,allow,102,93,30
51976,80,64058,80,allow,240,126,25
33462,53,33462,53,allow,114,142,30
55991,53,41227,53,allow,94,89,30
64904,53,1451,53,allow,102,109,30
50202,53,23143,53,allow,86,80,30
65059,53,35510,53,allow,86,82,30
48856,53,0,0,allow,86,0,30
40403,53,40667,53,allow,94,105,30
57002,53,39237,53,allow,94,117,30
50109,53,42164,53,allow,110,88,30
56532,443,14584,443,allow,11702,186465,105
56125,53,57582,53,allow,86,82,30
41176,443,1178,443,allow,25324,6217,91
64432,53,45713,53,allow,86,82,30
35809,443,51066,443,allow,2704,10380,201
56356,53,61835,53,allow,102,82,30
65070,80,65070,80,allow,9857,135181,23
50337,53,50337,53,allow,106,154,30
56683,443,65170,443,allow,120,148,11
51969,80,59733,80,allow,240,126,25
53892,25933,31211,25933,allow,306,246,15
51974,80,51357,80,allow,240,186,25
51977,80,40997,80,allow,240,126,25
57994,80,57049,80,allow,1540,954,75
65071,80,65071,80,allow,11959,284413,23
65067,80,65067,80,allow,13793,328405,23
64030,53,64891,53,allow,78,144,30
56622,53,24570,53,allow,94,85,30
35117,443,10765,443,allow,4928,3938,121
57996,80,13904,80,allow,3618,1793,75
49296,53,40688,53,allow,98,224,32
42342,443,63705,443,allow,198,296,17
58001,80,18559,80,allow,14664,5868,75
58003,80,63884,80,allow,10571,4416,75
62041,443,33913,443,allow,6712,22617,60
58681,443,24073,443,allow,10533,12043,200
35742,443,2430,443,allow,1251,4361,65
51970,80,32175,80,allow,240,126,25
51964,80,61928,80,allow,120,186,25
56487,80,45530,80,allow,2703,39367,135
56491,80,30431,80,allow,2381,34773,135
65109,53,18311,53,allow,94,659,30
48209,53,48209,53,allow,82,546,30
5431,53,64205,53,allow,78,142,30
49681,443,34762,443,allow,2461,4922,135
51985,80,32955,80,allow,822,657,25
1294,53,1294,53,allow,82,134,32
37627,443,10583,443,allow,70,0,5
9461,443,60064,443,allow,1602,979,20
58000,80,21507,80,allow,13664,34589,75
57995,80,53962,80,allow,2650,1415,75
34331,443,59493,443,allow,3998,5417,301
50380,443,13367,443,allow,180,126,25
51961,80,32070,80,allow,11349,15455,26
58008,80,56721,80,allow,1595,954,75
35338,443,31577,443,allow,38361,532760,69
56531,443,49300,443,allow,14423,201440,105
50336,80,50336,80,allow,676,1467,25
56534,443,29507,443,allow,17951,247479,105
60497,443,60497,443,allow,948,11779,30
51993,80,56681,80,allow,300,182,25
51991,80,57002,80,allow,300,182,25
47834,443,47834,443,allow,1809,2907,26
33150,53,63816,53,allow,228,588,29
49330,443,57448,443,allow,6004,131410,80
64615,53,56632,53,allow,89,306,32
60601,443,55669,443,allow,926,5254,36
56562,53,4746,53,allow,94,89,29
38000,49152,22175,49152,allow,156,0,8
64055,45105,11907,45105,allow,66,0,7
56217,53,16338,53,allow,94,89,29
64053,47783,54848,47783,allow,66,0,7
56004,443,46384,443,allow,70,60,4
55404,443,49426,443,allow,70,0,5
50374,443,56948,443,allow,705,4654,25
64432,53,49029,53,allow,86,82,30
50373,443,34130,443,allow,707,4715,25
56484,80,16261,80,allow,4441,93401,135
56489,80,59923,80,allow,4979,113529,135
56486,80,1722,80,allow,3447,43235,135
56492,80,31421,80,allow,3416,70689,135
62921,993,3682,993,allow,4253,4603,27
56477,80,20829,80,allow,3407,91630,135
65287,53,49493,53,allow,94,86,30
56217,53,53375,53,allow,94,89,30
50022,53,3051,53,allow,94,85,30
44846,53,44846,53,allow,86,0,30
49631,53,24676,53,allow,102,82,30
56333,53,59595,53,allow,110,99,31
57130,443,51431,443,allow,3758,6966,403
38011,443,62208,443,allow,3375,10962,121
37427,443,40807,443,allow,12062,14007,123
14697,8000,41154,8000,allow,150,124,60
49334,53,34104,53,allow,102,92,30
64958,53,14759,53,allow,102,95,30
56733,53,5625,53,allow,94,89,30
64995,53,14595,53,allow,110,100,30
65240,53,39958,53,allow,94,105,30
64580,53,3526,53,allow,94,86,30
57440,53,58703,53,allow,102,97,30
59833,53,25424,53,allow,94,101,30
56922,53,63628,53,allow,86,82,31
51963,80,35774,80,allow,240,182,25
56485,80,57235,80,allow,3639,42761,135
51978,80,26908,80,allow,3409,1203,25
37222,443,57670,443,allow,895,3818,16
56495,80,7502,80,allow,2695,29701,135
56493,80,12499,80,allow,3286,62578,135
55337,443,55337,443,allow,3932,3778,18
54636,443,3394,443,allow,8576,302424,175
49826,53,26730,53,allow,286,364,84
56837,53,1718,53,allow,110,117,30
64340,53,7157,53,allow,110,156,30
65136,53,36348,53,allow,180,258,30
56648,53,49574,53,allow,102,97,30
56622,53,6660,53,allow,107,233,30
56572,53,50763,53,allow,180,258,30
61948,53,63047,53,allow,86,119,30
28679,3389,28679,3389,allow,1805,2105,19
59248,443,51315,443,allow,1024,7308,25
37630,443,19874,443,allow,2634,7366,46
35810,443,44672,443,allow,3115,10591,201
45397,443,38399,443,allow,44459,926345,200
51965,80,11220,80,allow,120,186,25
60871,443,24250,443,allow,3198,5140,46
64587,443,60822,443,allow,1935,22751,18
65072,80,65072,80,allow,11390,239210,23
33640,53,0,0,allow,70,69,30
34062,443,2265,443,allow,2015,1193,34
55290,53,19726,53,allow,94,104,30
49818,53,62354,53,allow,94,657,30
55570,53,7060,53,allow,404,485,30
55995,53,56863,53,allow,94,88,30
49815,53,3379,53,allow,110,679,31
56536,443,5996,443,allow,14803,195307,105
56533,443,15782,443,allow,19447,287132,105
42672,443,42672,443,allow,1471,2907,30
58005,80,36908,80,allow,10571,4356,75
50368,443,46131,443,allow,1189,6859,25
62924,993,52929,993,allow,4359,5017,19
51966,80,49895,80,allow,240,126,25
56490,80,11731,80,allow,3056,40028,135
64946,53,5511,53,allow,118,334,30
64580,53,18330,53,allow,94,86,30
49561,53,14887,53,allow,94,117,30
49381,53,1330,53,allow,110,99,30
49295,53,60068,53,allow,94,78,30
56356,53,24415,53,allow,102,82,30
57440,53,28373,53,allow,102,97,30
49257,53,41185,53,allow,86,80,30
49492,53,44432,53,allow,102,97,30
44846,53,44846,53,allow,349,304,30
65107,53,32581,53,allow,110,156,30
50250,53,63565,53,allow,94,84,31
57040,53,36140,53,allow,94,85,31
49532,53,28306,53,allow,102,628,31
63463,443,46376,443,allow,1568,1614,120
52520,443,9446,443,allow,1215,3248,121
41098,443,2984,443,allow,762,2622,135
50265,58840,23141,58840,allow,132,0,1200
49538,53,45151,53,allow,94,654,30
55900,53,53468,53,allow,102,92,30
49889,53,48150,53,allow,102,95,31
56239,53,30874,53,allow,94,86,31
50523,53,7142,53,allow,86,82,31
64422,53,12114,53,allow,94,86,31
60191,53,31189,53,allow,94,102,31
49492,53,34957,53,allow,102,97,31
57204,53,62909,53,allow,102,93,31
44974,443,22658,443,allow,13913,3847,167
63464,443,53137,443,allow,2964,2650,120
62066,443,9765,443,allow,831,2319,135
38721,443,64394,443,allow,3380,6836,120
6881,35179,42052,35179,allow,118,110,1199
49660,443,16842,443,allow,1477,2244,121
53212,443,49183,443,allow,2403,2278,135
50265,25490,26928,25490,allow,1332,434,1200
50265,5554,7404,5554,allow,150,322,1200
6881,50239,58874,50239,allow,1874,1640,1200
64116,53,6578,53,allow,94,173,59
49631,53,37899,53,allow,102,82,30
64229,53,36573,53,allow,110,156,31
57281,443,25432,443,allow,8324,204153,122
55106,443,7279,443,allow,887,2524,120
50265,49754,28018,49754,allow,132,270,1209
55555,53,4576,53,allow,102,92,31
55996,443,19878,443,allow,2482,2841,19
36628,80,65040,80,allow,78,0,5
64580,53,58707,53,allow,90,335,43
53917,35885,30826,35885,allow,70,0,8
56473,80,3557,80,allow,2361,46549,135
34416,443,60300,443,allow,2803,7452,26
65280,53,19530,53,allow,86,80,31
64033,29834,16078,29834,allow,70,0,5
5588,5588,0,0,allow,1936,1626,195
60899,25174,0,0,deny,66,0,0
57348,25174,0,0,deny,62,0,0
49993,37965,0,0,deny,66,0,0
27922,25174,0,0,deny,62,0,0
52886,445,0,0,drop,70,0,0
9212,51505,0,0,deny,62,0,0
52885,445,0,0,drop,70,0,0
52881,445,0,0,drop,70,0,0
52876,445,0,0,drop,70,0,0
45218,25174,0,0,deny,62,0,0
64503,445,0,0,drop,70,0,0
26311,23,0,0,deny,60,0,0
28649,43890,0,0,deny,66,0,0
10003,64147,0,0,deny,62,0,0
11136,19910,0,0,deny,62,0,0
55155,2767,0,0,deny,66,0,0
17262,25174,0,0,deny,62,0,0
6666,3389,0,0,deny,60,0,0
1280,25174,0,0,deny,66,0,0
59810,6004,0,0,deny,66,0,0
35058,23,0,0,deny,60,0,0
27046,51505,0,0,deny,66,0,0
64499,445,0,0,drop,70,0,0
59436,22114,0,0,deny,66,0,0
52869,445,0,0,drop,70,0,0
52867,445,0,0,drop,70,0,0
52866,445,0,0,drop,70,0,0
65389,26467,0,0,deny,62,0,0
2332,35440,0,0,deny,62,0,0
62579,57866,0,0,deny,62,0,0
26698,25174,0,0,deny,66,0,0
64490,445,0,0,drop,70,0,0
64489,445,0,0,drop,70,0,0
64487,445,0,0,drop,70,0,0
64551,2310,0,0,deny,143,0,0
33973,50265,0,0,deny,62,0,0
64651,445,0,0,drop,66,0,0
2049,32480,0,0,deny,66,0,0
64486,445,0,0,drop,70,0,0
53160,25174,0,0,deny,62,0,0
64483,445,0,0,drop,70,0,0
50394,25174,0,0,deny,62,0,0
39063,44847,0,0,deny,66,0,0
5912,22114,0,0,deny,62,0,0
61465,22114,0,0,deny,62,0,0
14331,23,0,0,deny,60,0,0
22220,25174,0,0,deny,62,0,0
52861,445,0,0,drop,70,0,0
25237,25174,0,0,deny,146,0,0
52859,445,0,0,drop,70,0,0
31609,25174,0,0,deny,62,0,0
6889,11119,0,0,deny,143,0,0
56528,64147,0,0,deny,62,0,0
64476,445,0,0,drop,70,0,0
9512,443,14359,443,allow,434,3180,1
17004,64147,0,0,deny,66,0,0
7686,25174,0,0,deny,146,0,0
64632,445,0,0,drop,66,0,0
64633,445,0,0,drop,66,0,0
60159,22114,0,0,deny,62,0,0
54518,25174,0,0,deny,62,0,0
36302,25174,0,0,deny,146,0,0
15319,51505,0,0,deny,66,0,0
64469,445,0,0,drop,70,0,0
38859,22114,0,0,deny,66,0,0
50708,22114,0,0,deny,62,0,0
52851,445,0,0,drop,70,0,0
52849,445,0,0,drop,70,0,0
52850,445,0,0,drop,70,0,0
52841,445,0,0,drop,70,0,0
64468,445,0,0,drop,70,0,0
2278,25174,0,0,deny,146,0,0
27995,22114,0,0,deny,146,0,0
1143,25174,0,0,deny,62,0,0
64024,22114,0,0,deny,62,0,0
51635,50265,0,0,deny,66,0,0
64629,445,0,0,drop,66,0,0
1117,37965,0,0,deny,62,0,0
2864,25174,0,0,deny,66,0,0
64462,445,0,0,drop,70,0,0
64624,445,0,0,drop,66,0,0
64622,445,0,0,drop,66,0,0
64623,445,0,0,drop,66,0,0
64618,445,0,0,drop,66,0,0
64617,445,0,0,drop,66,0,0
64614,445,0,0,drop,66,0,0
64612,445,0,0,drop,66,0,0
64461,445,0,0,drop,70,0,0
45964,2225,0,0,deny,60,0,0
52834,445,0,0,drop,70,0,0
17101,25174,0,0,deny,66,0,0
50615,80,48256,80,allow,79205,111470,41
52831,445,0,0,drop,70,0,0
52830,445,0,0,drop,70,0,0
52827,445,0,0,drop,70,0,0
64457,445,0,0,drop,70,0,0
50052,65008,0,0,deny,60,0,0
2938,64147,0,0,deny,62,0,0
2064,22114,0,0,deny,146,0,0
64455,445,0,0,drop,70,0,0
7288,25174,0,0,deny,62,0,0
23719,22114,0,0,deny,62,0,0
443,46569,0,0,deny,66,0,0
443,46080,0,0,deny,66,0,0
0,0,0,0,allow,306,294,0
11228,23,0,0,deny,60,0,0
56999,25174,0,0,deny,62,0,0
16168,23,0,0,deny,60,0,0
52823,445,0,0,drop,70,0,0
52822,445,0,0,drop,70,0,0
52821,445,0,0,drop,70,0,0
55146,1433,0,0,deny,60,0,0
64605,445,0,0,drop,66,0,0
52818,445,0,0,drop,70,0,0
64451,445,0,0,deny,70,0,0
64603,445,0,0,drop,66,0,0
59048,57470,0,0,deny,66,0,0
24351,57470,0,0,deny,62,0,0
22783,64147,0,0,deny,62,0,0
63867,35993,0,0,deny,66,0,0
12694,22114,0,0,deny,66,0,0
64601,445,0,0,drop,66,0,0
64602,445,0,0,drop,66,0,0
6587,22114,0,0,deny,146,0,0
64599,445,0,0,drop,66,0,0
2707,37,0,0,deny,60,0,0
59523,37965,0,0,deny,62,0,0
40108,23,0,0,deny,60,0,0
52813,445,0,0,drop,70,0,0
52806,445,0,0,drop,70,0,0
52804,445,0,0,drop,70,0,0
22528,25174,0,0,deny,62,0,0
49834,23,0,0,deny,60,0,0
64438,445,0,0,drop,70,0,0
15585,64147,0,0,deny,66,0,0
53563,35440,0,0,deny,66,0,0
22036,44847,0,0,deny,62,0,0
64680,22114,0,0,deny,146,0,0
19875,30170,0,0,deny,145,0,0
64586,445,0,0,drop,66,0,0
1660,8696,0,0,deny,62,0,0
51544,50584,0,0,deny,62,0,0
64435,445,0,0,drop,70,0,0
10312,23117,0,0,deny,62,0,0
60527,35440,0,0,deny,66,0,0
1130,37965,0,0,deny,145,0,0
49336,25174,0,0,deny,66,0,0
57578,51221,0,0,deny,66,0,0
57585,51221,0,0,deny,62,0,0
37522,22114,0,0,deny,62,0,0
64579,445,0,0,drop,66,0,0
56770,53,63283,53,allow,106,102,30
51099,80,52841,80,allow,1962,1460,131
38468,53,0,0,allow,82,0,40
52102,19604,31294,19604,allow,66,0,5
59644,443,54066,443,allow,55143,8306922,152
50293,80,34278,80,allow,13446,120796,161
50328,80,59408,80,allow,5841,50037,94
49889,53,17299,53,allow,99,95,30
55216,53,63091,53,allow,89,85,30
60857,443,19971,443,allow,7771,10614,48
52104,51756,50928,51756,allow,66,0,5
52106,41632,33294,41632,allow,66,0,5
9483,80,46807,80,allow,421,1158,15
49826,53,60102,53,allow,192,274,83
60006,443,38577,443,allow,75281,109888,111
50298,80,48126,80,allow,16834,150122,161
56479,80,1802,80,allow,11717,448465,135
53894,2944,38557,2944,allow,70,0,5
61583,80,61583,80,allow,1642,10659,20
64664,80,64664,80,allow,1472,449,20
65280,53,4153,53,allow,84,80,31
49492,53,11177,53,allow,101,97,31
55955,53,2221,53,allow,110,704,30
58931,443,42670,443,allow,876,537,28
51135,443,24290,443,allow,1212,5466,256
58932,443,14070,443,allow,876,537,28
51658,80,20246,80,allow,2446,42396,255
41734,443,42617,443,allow,93,60,5
51997,443,19517,443,allow,1797,851,22
64034,17935,37819,17935,allow,66,0,5
9482,443,2770,443,allow,487,5170,15
2267,53,13184,53,allow,826,0,44
51996,443,3596,443,allow,1797,851,22
61123,80,61123,80,allow,2120,19558,20
52141,1033,19443,1033,allow,136,180,7
51098,80,4123,80,allow,1918,1460,131
36953,443,22801,443,allow,70,0,5
57422,53,50721,53,allow,90,657,30
51899,80,55362,80,allow,989,769,76
56678,53,61385,53,allow,97,663,30
49815,53,0,0,allow,73,93,30
56064,53,20414,53,allow,89,621,30
56333,53,63639,53,allow,103,99,31
53896,48027,30657,48027,allow,70,0,5
51652,80,52729,80,allow,2548,30394,255
50116,22,50116,22,allow,120,64,10
50297,80,4817,80,allow,14613,130653,161
51097,80,51452,80,allow,1914,1460,131
53124,80,20707,80,allow,3534,664,19
49683,80,8217,80,allow,847,701,15
61908,7000,61908,7000,allow,1750,2381,15
53886,49618,46889,49618,allow,306,186,16
49791,53,6212,53,allow,87,690,30
44925,443,50958,443,allow,93,60,5
49257,53,65016,53,allow,84,80,30
50250,53,19188,53,allow,88,84,30
56770,443,57005,443,allow,64,60,16
64422,53,42337,53,allow,90,86,30
55687,53,59046,53,allow,95,91,31
64937,53,42639,53,allow,104,100,31
55418,53,39604,53,allow,86,82,31
54339,443,11466,443,allow,769,2380,120
57204,53,25182,53,allow,97,93,30
64116,53,5820,53,allow,94,90,31
25808,53,25808,53,allow,99,119,31
65466,53,3496,53,allow,86,647,31
50403,53,23748,53,allow,86,82,31
56955,53,57810,53,allow,93,89,31
65186,53,43195,53,allow,85,648,31
37694,5228,64819,5228,allow,1665,5265,3601
55352,53,6913,53,allow,110,106,31
55332,53,16316,53,allow,105,101,31
56314,53,18925,53,allow,86,647,31
49972,53,57217,53,allow,110,106,31
55555,53,39560,53,allow,96,92,31
49296,53,29013,53,allow,95,91,31
55022,53,10600,53,allow,97,93,31
58905,443,41213,443,allow,5677,7378,122
58717,443,32923,443,allow,140,140,130
57407,53,20489,53,allow,94,661,31
55707,53,37897,53,allow,87,83,31
56422,53,35743,53,allow,97,93,31
49546,53,57576,53,allow,106,102,31
64299,53,27762,53,allow,84,80,31
49210,53,34070,53,allow,93,89,31
64856,53,10911,53,allow,93,662,31
38102,5228,57941,5228,allow,1797,2438,4443
35556,443,35556,443,allow,1167,6034,131
47276,443,16535,443,allow,2230,5383,360
55007,53,10621,53,allow,84,80,31
56036,53,20624,53,allow,98,664,31
49982,53,52781,53,allow,105,101,31
64615,53,39093,53,allow,97,93,31
65065,53,49362,53,allow,94,660,31
37299,443,19605,443,allow,5444,5346,122
56312,53,11008,53,allow,97,93,31
54054,5228,24551,5228,allow,2486,6281,6062
39735,443,13542,443,allow,140,140,130
6881,6881,62439,6881,allow,150,352,1200
6882,3800,7427,3800,allow,150,0,1201
47561,26467,0,0,deny,62,0,0
52790,445,0,0,drop,70,0,0
58608,62413,0,0,deny,66,0,0
8508,23,0,0,deny,60,0,0
45941,23386,0,0,deny,60,0,0
45941,23386,0,0,deny,60,0,0
42231,57470,0,0,deny,78,0,0
64430,445,0,0,drop,70,0,0
64429,445,0,0,drop,70,0,0
55425,37965,0,0,deny,66,0,0
1847,64147,0,0,deny,62,0,0
64576,445,0,0,drop,66,0,0
51046,53,51046,53,allow,106,138,30
53885,50379,49864,50379,allow,306,186,15
53887,6881,31498,6881,allow,306,246,15
59052,53,59052,53,allow,90,145,32
51015,80,51015,80,allow,1456,449,20
64878,53,35842,53,allow,92,419,45
49237,53,49518,53,allow,110,106,30
55808,53,53764,53,allow,102,628,30
60666,123,38509,123,allow,94,90,30
56638,443,50177,443,allow,28294,16690,40
50356,80,58294,80,allow,756,822,34
52139,38259,57318,38259,allow,70,0,7
53895,36849,47178,36849,allow,70,0,4
45295,443,2561,443,allow,1633,5231,315
57498,443,57498,443,allow,1639,2907,27
56474,80,38347,80,allow,1387,7403,134
56476,80,31067,80,allow,1304,4038,134
56472,80,20215,80,allow,2309,42799,134
55995,53,15590,53,allow,94,88,29
64029,38651,25596,38651,allow,70,0,4
64422,53,60156,53,allow,94,86,29
52107,11191,10065,11191,allow,70,0,4
47073,7275,39561,7275,allow,210,206,15
55187,53,45900,53,allow,94,78,29
58273,53,40385,53,allow,86,116,30
64741,53,9431,53,allow,94,621,29
49295,53,61148,53,allow,86,78,29
49257,53,51275,53,allow,86,80,29
57204,53,62842,53,allow,102,93,29
55187,53,40713,53,allow,94,78,30
50523,53,12561,53,allow,86,82,29
60021,443,37470,443,allow,14712,331509,107
60027,443,20291,443,allow,2269,5947,106
62937,80,62937,80,allow,1469,449,20
52218,80,52218,80,allow,1472,449,20
61422,80,46677,80,allow,140,74,41
49167,80,49167,80,allow,1466,449,20
54634,443,32455,443,allow,7330,218402,174
64633,53,20577,53,allow,102,153,30
49417,53,32052,53,allow,110,101,30
57033,53,53118,53,allow,110,106,30
57129,53,59540,53,allow,94,171,30
56928,53,10586,53,allow,94,84,30
55332,53,34862,53,allow,110,101,30
50025,53,41046,53,allow,150,219,30
38706,443,10577,443,allow,3481,87064,16
60007,443,8441,443,allow,1933,5107,110
40042,80,40042,80,allow,1470,449,20
55709,30217,33191,30217,allow,70,0,8
57312,53,15531,53,allow,110,102,30
61430,80,6930,80,allow,140,74,41
61423,80,2681,80,allow,140,74,41
48646,80,48646,80,allow,1467,449,20
52248,443,56929,443,allow,70,120,15
58720,443,50201,443,allow,22046,10552,60
35921,443,62122,443,allow,4709,4958,88
52138,25621,30366,25621,allow,70,0,8
64052,38119,11965,38119,allow,132,180,6
56950,53,63422,53,allow,102,109,30
61864,80,52616,80,allow,537,9210,16
51650,80,8862,80,allow,1044,1637,255
57425,53,41826,53,allow,86,82,30
49237,53,48024,53,allow,110,106,30
49257,53,43950,53,allow,181,398,84
44871,53,32671,53,allow,78,90,30
64228,53,55912,53,allow,110,156,30
49305,53,20734,53,allow,181,390,73
55216,53,56986,53,allow,94,85,30
49592,53,33191,53,allow,94,83,30
65171,53,41753,53,allow,110,642,30
49624,53,59918,53,allow,126,167,30
49261,53,20112,53,allow,186,267,30
56239,53,14198,53,allow,94,86,30
56955,53,15071,53,allow,94,89,30
57425,53,32563,53,allow,86,82,30
56929,53,55156,53,allow,94,690,30
55352,53,47404,53,allow,110,106,30
56333,53,40833,53,allow,110,99,30
65204,443,43176,443,allow,172,1614,120
57022,53,55045,53,allow,150,219,30
49615,53,23958,53,allow,102,97,30
39827,53,39827,53,allow,98,149,33
61427,80,27068,80,allow,140,74,41
61425,80,54723,80,allow,140,74,41
61424,80,26157,80,allow,140,74,41
38707,443,59526,443,allow,15769,758330,16
50629,80,50629,80,allow,2976,3234,20
50319,53,7677,53,allow,110,704,30
49408,53,3483,53,allow,102,150,30
49417,53,14090,53,allow,110,101,30
56770,53,41386,53,allow,110,102,30
56827,53,18397,53,allow,102,93,30
64023,12954,37073,12954,allow,382,122,15
49991,80,45821,80,allow,543,2125,28
35060,80,35060,80,allow,1469,449,20
58394,53,41554,53,allow,94,180,30
64839,53,42360,53,allow,110,102,30
55216,53,52646,53,allow,94,85,30
55923,53,7980,53,allow,94,83,30
55923,53,53051,53,allow,94,83,30
64243,53,38194,53,allow,102,155,30
56125,53,3352,53,allow,86,82,30
64737,53,22713,53,allow,94,191,31
43639,443,43639,443,allow,1776,2907,29
57905,80,48820,80,allow,3246,9728,29
57983,443,38369,443,allow,3102,4864,75
52105,1024,64532,1024,allow,70,0,4
56632,53,56632,53,allow,90,145,33
64054,54778,50482,54778,allow,132,180,6
64467,53,41082,53,allow,194,354,63
52136,42939,50885,42939,allow,70,0,8
2267,53,49774,53,allow,826,0,44
64422,53,39408,53,allow,94,86,31
61426,80,34225,80,allow,140,74,41
60867,443,23930,443,allow,3827,10298,45
45882,443,31867,443,allow,1852,4765,132
53695,443,14454,443,allow,439,3606,15
61429,80,5078,80,allow,140,74,41
36351,80,36351,80,allow,1471,449,20
49969,53,54536,53,allow,105,251,49
56475,80,2240,80,allow,2080,33977,134
56125,53,44434,53,allow,86,82,29
49889,53,36232,53,allow,102,95,29
44299,80,44299,80,allow,1466,449,20
52137,1026,43020,1026,allow,136,60,8
40105,80,32685,80,allow,3195,6461,23
33196,443,16510,443,allow,5073,1916,111
60011,443,4713,443,allow,2230,8831,109
53899,45682,35205,45682,allow,70,0,4
56827,53,30639,53,allow,102,93,29
53898,12172,38766,12172,allow,70,0,4
58177,443,64098,443,allow,340,470,34
58982,5222,15289,5222,allow,8556,7989,69
55057,53,53863,53,allow,110,101,30
59402,53,5852,53,allow,86,117,30
55372,53,41205,53,allow,93,178,43
64995,53,32224,53,allow,110,100,30
61428,80,48945,80,allow,140,74,41
64937,53,47101,53,allow,110,100,30
47928,443,47928,443,allow,1657,2907,27
56360,53,26019,53,allow,102,82,30
34692,80,34692,80,allow,2851,679,20
60037,443,34987,443,allow,13445,362856,102
50027,53,20964,53,allow,110,154,30
57033,53,22099,53,allow,110,106,30
37492,53,45298,53,allow,94,105,30
55739,53,43741,53,allow,102,113,30
55057,53,26203,53,allow,110,101,30
56648,53,44024,53,allow,102,97,30
49615,53,57263,53,allow,102,97,30
64324,53,8144,53,allow,94,85,30
56955,53,64522,53,allow,94,89,30
55352,53,35227,53,allow,110,106,30
55991,53,9133,53,allow,102,97,30
49176,53,17276,53,allow,110,154,30
55887,443,44668,443,allow,778,3176,121
55352,53,46162,53,allow,110,106,30
55216,53,32573,53,allow,94,85,30
55022,53,7516,53,allow,102,93,30
55837,53,32132,53,allow,102,93,30
55991,53,22499,53,allow,102,97,30
55068,443,46144,443,allow,3720,1891,54
61421,80,3203,80,allow,140,74,41
35917,443,52534,443,allow,8545,4935,94
55892,80,55892,80,allow,1468,449,20
4296,53,43153,53,allow,86,131,30
49592,53,47137,53,allow,94,83,30
49333,53,61415,53,allow,102,290,30
64191,53,17402,53,allow,110,154,30
55687,53,38089,53,allow,102,91,30
49615,53,49539,53,allow,102,97,30
55555,53,24469,53,allow,102,92,30
64026,80,47805,80,allow,192,122,15
52213,80,42925,80,allow,1422,3600,135
52103,7172,60174,7172,allow,70,0,5
64942,53,56338,53,allow,390,413,71
61431,80,8546,80,allow,140,74,41
58738,443,24230,443,allow,9652,2730,58
56529,80,56529,80,allow,1466,449,20
60030,443,28456,443,allow,27430,683742,104
53889,19002,16357,19002,allow,306,246,15
64116,53,45149,53,allow,94,173,59
65531,53,44923,53,allow,102,91,30
56820,53,40391,53,allow,102,91,30
56360,53,60818,53,allow,102,82,30
40290,53,7159,53,allow,78,90,30
64731,53,48863,53,allow,86,693,30
49739,53,37326,53,allow,102,655,30
56113,53,45666,53,allow,102,109,30
50007,53,39028,53,allow,110,106,30
56239,53,49542,53,allow,94,86,30
50007,53,43367,53,allow,110,106,30
64251,53,54906,53,allow,118,333,30
52661,53,0,0,allow,86,0,30
53120,80,53120,80,allow,1133,25794,15
36402,80,36402,80,allow,1468,449,20
40471,80,40471,80,allow,1468,449,20
60864,80,22050,80,allow,1104,9525,46
36306,80,36306,80,allow,1468,449,20
44673,80,44673,80,allow,1467,449,20
60008,443,9561,443,allow,1850,5210,110
65416,53,16237,53,allow,102,111,30
50007,53,59429,53,allow,110,106,30
63638,53,10182,53,allow,78,208,30
56362,53,52775,53,allow,186,267,30
55332,53,52188,53,allow,110,101,30
56312,53,62526,53,allow,102,93,30
55610,53,39164,53,allow,102,97,30
16776,53,16776,53,allow,90,107,30
56596,53,50700,53,allow,102,97,30
57204,53,65520,53,allow,102,93,30
